order_id,customer_id,product_id,order_date,delivery_date,city,category,payment_method,quantity,order_amount
901628,86,34,2024-10-21,2024-10-26,Mumbai,Beauty & Personal Care,COD,1,410.0
901629,303,48,2024-04-17,2024-04-21,Mumbai,Accessories,Prepaid,1,1560.0
901630,430,34,2025-01-21,2025-01-25,Chennai,Beauty & Personal Care,COD,2,820.0
901631,152,8,2024-12-28,2025-01-02,Hyderabad,Fashion & Apparel,COD,1,1870.0
901632,321,39,2024-04-03,2024-04-05,Chennai,Beauty & Personal Care,COD,1,780.0
901633,291,23,2025-02-06,2025-02-10,Hyderabad,Electronics,Prepaid,3,38340.0
901634,503,44,2024-07-11,2024-07-14,Chennai,Accessories,COD,3,3390.0
901635,130,9,2024-04-13,2024-04-16,Hyderabad,Footwear,COD,2,6740.0
901636,226,40,2024-05-20,2024-05-26,Bangalore,Beauty & Personal Care,Prepaid,1,540.0
901637,173,46,2024-09-10,2024-09-15,Mumbai,Accessories,COD,1,1320.0
901638,451,40,2024-09-23,2024-09-29,Bangalore,Beauty & Personal Care,Prepaid,1,540.0
901639,291,45,2025-03-12,2025-03-14,Hyderabad,Accessories,COD,1,1290.0
901640,114,7,2024-08-13,2024-08-18,Delhi NCR,Fashion & Apparel,COD,1,2150.0
901641,301,25,2024-10-02,2024-10-06,Bangalore,Home & Kitchen,COD,2,6300.0
901642,474,46,2024-07-31,2024-08-02,Hyderabad,Accessories,Prepaid,2,2640.0
901643,295,30,2024-10-31,2024-11-05,Delhi NCR,Home & Kitchen,Prepaid,1,2550.0
901644,475,38,2024-04-27,2024-04-30,Bangalore,Beauty & Personal Care,COD,3,1530.0
901645,389,22,2024-07-23,2024-07-29,Bangalore,Electronics,COD,1,13330.0
901646,48,10,2025-03-03,2025-03-05,Delhi NCR,Footwear,Prepaid,1,3700.0
901647,247,42,2024-06-15,2024-06-19,Delhi NCR,Accessories,COD,2,1620.0
901648,529,24,2024-07-07,2024-07-11,Pune,Electronics,Prepaid,1,11450.0
901649,382,15,2024-05-29,2024-06-03,Pune,Footwear,Prepaid,2,7480.0
901650,114,29,2024-12-26,2025-01-01,Delhi NCR,Home & Kitchen,COD,1,2450.0
901651,269,39,2024-06-02,2024-06-04,Pune,Beauty & Personal Care,COD,1,780.0
901652,553,30,2024-11-30,2024-12-04,Hyderabad,Home & Kitchen,Prepaid,1,2550.0
901653,129,25,2025-03-29,2025-04-03,Bangalore,Home & Kitchen,COD,2,6300.0
901654,511,16,2024-06-14,2024-06-20,Bangalore,Footwear,COD,2,7800.0
901655,360,18,2024-04-05,2024-04-07,Delhi NCR,Electronics,COD,2,26280.0
901656,127,12,2025-03-27,2025-04-02,Hyderabad,Footwear,Prepaid,1,2600.0
901657,345,2,2024-10-24,2024-10-28,Bangalore,Fashion & Apparel,COD,1,1190.0
901658,260,3,2025-03-04,2025-03-09,Pune,Fashion & Apparel,COD,1,1770.0
901659,587,4,2024-09-30,2024-10-03,Hyderabad,Fashion & Apparel,Prepaid,1,970.0
901660,525,25,2024-12-07,2024-12-13,Pune,Home & Kitchen,Prepaid,1,3150.0
901661,177,22,2024-10-24,2024-10-27,Delhi NCR,Electronics,Prepaid,1,13330.0
901662,289,19,2025-03-14,2025-03-17,Delhi NCR,Electronics,Prepaid,2,21600.0
901663,195,5,2024-05-31,2024-06-05,Mumbai,Fashion & Apparel,COD,1,1960.0
901664,111,25,2024-11-07,2024-11-12,Bangalore,Home & Kitchen,COD,1,3150.0
901665,73,17,2024-06-16,2024-06-18,Chennai,Electronics,Prepaid,2,27580.0
901666,312,21,2024-08-27,2024-08-30,Chennai,Electronics,Prepaid,1,9950.0
901667,576,30,2024-07-10,2024-07-12,Chennai,Home & Kitchen,Prepaid,1,2550.0
901668,83,37,2025-01-05,2025-01-10,Delhi NCR,Beauty & Personal Care,Prepaid,2,1620.0
901669,439,4,2024-07-25,2024-07-31,Hyderabad,Fashion & Apparel,COD,1,970.0
901670,274,37,2024-10-23,2024-10-29,Mumbai,Beauty & Personal Care,Prepaid,1,810.0
901671,368,18,2024-04-04,2024-04-09,Kochi,Electronics,COD,1,13140.0
901672,394,48,2024-11-20,2024-11-24,Delhi NCR,Accessories,Prepaid,1,1560.0
901673,514,39,2024-06-16,2024-06-19,Chennai,Beauty & Personal Care,Prepaid,1,780.0
901674,299,19,2025-03-08,2025-03-12,Kochi,Electronics,Prepaid,3,32400.0
901675,566,35,2024-07-20,2024-07-25,Pune,Beauty & Personal Care,Prepaid,2,1180.0
901676,468,40,2025-03-17,2025-03-22,Chennai,Beauty & Personal Care,COD,1,540.0
901677,428,27,2024-11-26,2024-12-02,Hyderabad,Home & Kitchen,COD,1,1080.0
901678,189,33,2024-08-31,2024-09-06,Bangalore,Beauty & Personal Care,Prepaid,1,740.0
901679,105,38,2025-01-30,2025-02-02,Mumbai,Beauty & Personal Care,COD,1,510.0
901680,463,21,2024-09-14,2024-09-16,Kochi,Electronics,Prepaid,1,9950.0
901681,532,2,2024-08-19,2024-08-23,Pune,Fashion & Apparel,Prepaid,1,1190.0
901682,558,33,2024-11-10,2024-11-15,Kochi,Beauty & Personal Care,Prepaid,1,740.0
901683,290,1,2024-09-19,2024-09-23,Delhi NCR,Fashion & Apparel,Prepaid,1,1110.0
901684,331,46,2025-02-19,2025-02-21,Bangalore,Accessories,Prepaid,1,1320.0
901685,532,39,2024-08-31,2024-09-03,Pune,Beauty & Personal Care,COD,1,780.0
901686,428,6,2024-12-11,2024-12-17,Hyderabad,Fashion & Apparel,Prepaid,1,1510.0
901687,127,40,2024-08-06,2024-08-11,Hyderabad,Beauty & Personal Care,Prepaid,1,540.0
901688,586,31,2024-07-04,2024-07-10,Bangalore,Home & Kitchen,Prepaid,1,1740.0
901689,22,33,2025-01-09,2025-01-12,Chennai,Beauty & Personal Care,Prepaid,1,740.0
901690,68,27,2024-12-30,2025-01-02,Bangalore,Home & Kitchen,COD,1,1080.0
901691,368,46,2025-02-20,2025-02-24,Kochi,Accessories,COD,1,1320.0
901692,98,2,2024-12-05,2024-12-11,Bangalore,Fashion & Apparel,Prepaid,1,1190.0
901693,478,3,2024-04-11,2024-04-15,Mumbai,Fashion & Apparel,Prepaid,1,1770.0
901694,452,3,2024-04-12,2024-04-15,Bangalore,Fashion & Apparel,Prepaid,1,1770.0
901695,252,39,2024-08-17,2024-08-21,Kochi,Beauty & Personal Care,COD,1,780.0
901696,485,42,2024-06-27,2024-07-01,Hyderabad,Accessories,Prepaid,2,1620.0
901697,61,26,2024-04-09,2024-04-12,Mumbai,Home & Kitchen,Prepaid,1,2250.0
901698,186,19,2024-08-09,2024-08-12,Hyderabad,Electronics,Prepaid,1,10800.0
901699,509,13,2024-06-11,2024-06-13,Mumbai,Footwear,Prepaid,1,3000.0
901700,243,20,2024-08-13,2024-08-19,Chennai,Electronics,COD,1,12810.0
901701,50,44,2024-07-04,2024-07-09,Kochi,Accessories,COD,2,2260.0
901702,140,8,2025-03-18,2025-03-23,Mumbai,Fashion & Apparel,COD,1,1870.0
901703,288,2,2024-06-25,2024-06-29,Pune,Fashion & Apparel,Prepaid,1,1190.0
901704,85,29,2024-08-15,2024-08-21,Pune,Home & Kitchen,Prepaid,1,2450.0
901705,110,36,2024-08-20,2024-08-25,Pune,Beauty & Personal Care,COD,1,1130.0
901706,355,30,2024-05-11,2024-05-16,Delhi NCR,Home & Kitchen,Prepaid,1,2550.0
901707,154,16,2024-12-28,2025-01-03,Chennai,Footwear,Prepaid,1,3900.0
901708,278,23,2024-05-23,2024-05-29,Mumbai,Electronics,COD,1,12780.0
901709,507,38,2025-02-22,2025-02-27,Bangalore,Beauty & Personal Care,Prepaid,1,510.0
901710,133,37,2024-05-28,2024-05-30,Kochi,Beauty & Personal Care,Prepaid,1,810.0
901711,492,24,2024-08-28,2024-09-02,Chennai,Electronics,Prepaid,1,11450.0
901712,451,32,2024-10-02,2024-10-06,Bangalore,Home & Kitchen,Prepaid,1,1990.0
901713,390,28,2025-03-18,2025-03-24,Mumbai,Home & Kitchen,Prepaid,1,3170.0
901714,90,21,2024-07-26,2024-07-29,Pune,Electronics,Prepaid,1,9950.0
901715,496,29,2024-05-27,2024-06-02,Hyderabad,Home & Kitchen,COD,1,2450.0
901716,32,22,2024-08-03,2024-08-08,Mumbai,Electronics,COD,1,13330.0
901717,272,35,2024-08-10,2024-08-14,Delhi NCR,Beauty & Personal Care,Prepaid,1,590.0
901718,113,45,2024-12-15,2024-12-19,Kochi,Accessories,Prepaid,1,1290.0
901719,266,2,2025-02-05,2025-02-10,Delhi NCR,Fashion & Apparel,COD,1,1190.0
901720,516,1,2024-04-16,2024-04-19,Mumbai,Fashion & Apparel,COD,1,1110.0
901721,168,19,2024-04-19,2024-04-21,Bangalore,Electronics,COD,1,10800.0
901722,211,34,2024-09-07,2024-09-10,Bangalore,Beauty & Personal Care,Prepaid,1,410.0
901723,539,15,2024-07-07,2024-07-11,Mumbai,Footwear,Prepaid,2,7480.0
901724,559,5,2025-02-09,2025-02-12,Kochi,Fashion & Apparel,Prepaid,1,1960.0
901725,387,16,2025-01-02,2025-01-07,Delhi NCR,Footwear,COD,1,3900.0
901726,103,14,2024-05-21,2024-05-23,Bangalore,Footwear,COD,1,2370.0
901727,41,22,2024-06-08,2024-06-10,Mumbai,Electronics,Prepaid,1,13330.0
901728,87,27,2024-11-23,2024-11-25,Pune,Home & Kitchen,Prepaid,1,1080.0
901729,296,48,2024-07-01,2024-07-06,Bangalore,Accessories,COD,1,1560.0
901730,286,23,2024-11-22,2024-11-25,Mumbai,Electronics,Prepaid,1,12780.0
901731,115,15,2024-12-20,2024-12-25,Kochi,Footwear,Prepaid,1,3740.0
901732,199,47,2025-02-07,2025-02-10,Bangalore,Accessories,Prepaid,3,2670.0
901733,253,31,2024-06-30,2024-07-02,Bangalore,Home & Kitchen,Prepaid,1,1740.0
901734,260,40,2024-11-25,2024-11-27,Pune,Beauty & Personal Care,COD,1,540.0
901735,518,48,2024-05-10,2024-05-12,Bangalore,Accessories,Prepaid,1,1560.0
901736,44,17,2024-08-10,2024-08-16,Chennai,Electronics,COD,2,27580.0
901737,589,39,2024-06-10,2024-06-14,Bangalore,Beauty & Personal Care,Prepaid,1,780.0
901738,518,6,2024-12-09,2024-12-15,Bangalore,Fashion & Apparel,COD,1,1510.0
901739,241,17,2025-03-11,2025-03-17,Pune,Electronics,COD,1,13790.0
901740,340,17,2024-11-17,2024-11-22,Delhi NCR,Electronics,Prepaid,1,13790.0
901741,577,41,2024-08-17,2024-08-20,Kochi,Accessories,COD,2,2780.0
901742,136,21,2024-11-14,2024-11-19,Bangalore,Electronics,Prepaid,1,9950.0
901743,309,14,2024-04-11,2024-04-14,Mumbai,Footwear,Prepaid,1,2370.0
901744,66,16,2024-11-23,2024-11-26,Delhi NCR,Footwear,Prepaid,1,3900.0
901745,582,9,2024-07-17,2024-07-23,Hyderabad,Footwear,COD,1,3370.0
901746,583,4,2024-09-22,2024-09-27,Bangalore,Fashion & Apparel,COD,2,1940.0
901747,540,10,2024-09-14,2024-09-16,Delhi NCR,Footwear,Prepaid,1,3700.0
901748,405,42,2024-06-02,2024-06-07,Pune,Accessories,Prepaid,2,1620.0
901749,274,40,2025-03-11,2025-03-14,Mumbai,Beauty & Personal Care,COD,1,540.0
901750,547,12,2024-04-09,2024-04-14,Bangalore,Footwear,Prepaid,1,2600.0
901751,328,30,2024-10-18,2024-10-24,Delhi NCR,Home & Kitchen,Prepaid,1,2550.0
901752,161,30,2025-01-12,2025-01-14,Bangalore,Home & Kitchen,COD,1,2550.0
901753,121,24,2025-01-30,2025-02-04,Bangalore,Electronics,COD,2,22900.0
901754,262,30,2024-09-04,2024-09-08,Hyderabad,Home & Kitchen,COD,1,2550.0
901755,381,25,2025-03-29,2025-04-02,Mumbai,Home & Kitchen,Prepaid,2,6300.0
901756,346,1,2025-01-18,2025-01-21,Bangalore,Fashion & Apparel,COD,1,1110.0
901757,481,5,2024-07-21,2024-07-26,Pune,Fashion & Apparel,COD,1,1960.0
901758,472,43,2024-12-17,2024-12-22,Bangalore,Accessories,COD,1,910.0
901759,119,38,2024-05-19,2024-05-25,Delhi NCR,Beauty & Personal Care,COD,2,1020.0
901760,412,32,2024-06-09,2024-06-15,Bangalore,Home & Kitchen,COD,1,1990.0
901761,586,18,2024-04-28,2024-05-02,Bangalore,Electronics,COD,3,39420.0
901762,396,23,2025-01-24,2025-01-26,Delhi NCR,Electronics,Prepaid,1,12780.0
901763,214,13,2024-04-03,2024-04-06,Bangalore,Footwear,Prepaid,1,3000.0
901764,250,3,2025-01-24,2025-01-27,Delhi NCR,Fashion & Apparel,Prepaid,1,1770.0
901765,404,17,2024-04-05,2024-04-07,Hyderabad,Electronics,COD,1,13790.0
901766,351,13,2025-01-05,2025-01-11,Pune,Footwear,Prepaid,1,3000.0
901767,31,24,2024-09-20,2024-09-25,Mumbai,Electronics,Prepaid,1,11450.0
901768,394,3,2024-05-22,2024-05-25,Delhi NCR,Fashion & Apparel,Prepaid,1,1770.0
901769,132,23,2024-04-07,2024-04-11,Chennai,Electronics,COD,1,12780.0
901770,250,13,2024-04-19,2024-04-21,Delhi NCR,Footwear,Prepaid,2,6000.0
901771,62,24,2024-07-17,2024-07-22,Pune,Electronics,COD,1,11450.0
901772,152,26,2024-05-18,2024-05-23,Hyderabad,Home & Kitchen,Prepaid,3,6750.0
901773,138,17,2024-04-09,2024-04-11,Chennai,Electronics,Prepaid,1,13790.0
901774,83,45,2024-05-22,2024-05-26,Delhi NCR,Accessories,Prepaid,1,1290.0
901775,22,7,2024-09-21,2024-09-26,Chennai,Fashion & Apparel,COD,2,4300.0
901776,455,24,2025-01-17,2025-01-20,Mumbai,Electronics,COD,2,22900.0
901777,49,12,2024-04-20,2024-04-23,Hyderabad,Footwear,COD,1,2600.0
901778,523,7,2024-04-02,2024-04-07,Bangalore,Fashion & Apparel,COD,2,4300.0
901779,456,15,2024-11-14,2024-11-20,Bangalore,Footwear,COD,1,3740.0
901780,440,20,2024-08-16,2024-08-19,Kochi,Electronics,Prepaid,1,12810.0
901781,348,4,2024-04-26,2024-05-01,Kochi,Fashion & Apparel,Prepaid,1,970.0
901782,7,3,2024-04-16,2024-04-18,Mumbai,Fashion & Apparel,Prepaid,1,1770.0
901783,238,16,2024-11-28,2024-12-01,Delhi NCR,Footwear,Prepaid,1,3900.0
901784,418,15,2024-07-27,2024-07-29,Hyderabad,Footwear,Prepaid,1,3740.0
901785,528,11,2024-06-29,2024-07-01,Bangalore,Footwear,COD,1,2560.0
901786,530,27,2024-12-19,2024-12-25,Delhi NCR,Home & Kitchen,Prepaid,1,1080.0
901787,79,1,2024-11-25,2024-11-30,Pune,Fashion & Apparel,COD,1,1110.0
901788,215,29,2024-06-27,2024-06-29,Hyderabad,Home & Kitchen,Prepaid,1,2450.0
901789,296,41,2025-01-08,2025-01-13,Bangalore,Accessories,Prepaid,1,1390.0
901790,516,31,2024-12-23,2024-12-25,Mumbai,Home & Kitchen,Prepaid,1,1740.0
901791,161,5,2025-03-02,2025-03-05,Bangalore,Fashion & Apparel,Prepaid,1,1960.0
901792,30,30,2024-06-19,2024-06-22,Pune,Home & Kitchen,Prepaid,2,5100.0
901793,362,16,2024-06-21,2024-06-24,Hyderabad,Footwear,Prepaid,1,3900.0
901794,87,2,2024-08-02,2024-08-04,Pune,Fashion & Apparel,COD,1,1190.0
901795,508,6,2024-08-23,2024-08-28,Mumbai,Fashion & Apparel,Prepaid,2,3020.0
901796,474,3,2024-09-21,2024-09-23,Hyderabad,Fashion & Apparel,COD,2,3540.0
901797,101,29,2024-07-14,2024-07-17,Bangalore,Home & Kitchen,COD,1,2450.0
901798,114,22,2024-04-13,2024-04-17,Delhi NCR,Electronics,COD,1,13330.0
901799,476,28,2024-08-19,2024-08-24,Mumbai,Home & Kitchen,COD,1,3170.0
901800,498,13,2024-09-20,2024-09-24,Mumbai,Footwear,Prepaid,1,3000.0
901801,119,43,2024-11-28,2024-11-30,Delhi NCR,Accessories,Prepaid,2,1820.0
901802,515,12,2024-04-20,2024-04-25,Bangalore,Footwear,Prepaid,1,2600.0
901803,524,21,2025-02-21,2025-02-23,Pune,Electronics,Prepaid,2,19900.0
901804,404,45,2024-04-28,2024-05-03,Hyderabad,Accessories,Prepaid,1,1290.0
901805,280,39,2024-04-03,2024-04-08,Hyderabad,Beauty & Personal Care,COD,3,2340.0
901806,509,32,2024-07-05,2024-07-08,Mumbai,Home & Kitchen,Prepaid,1,1990.0
901807,38,24,2024-12-16,2024-12-18,Bangalore,Electronics,COD,1,11450.0
901808,333,38,2024-08-05,2024-08-11,Hyderabad,Beauty & Personal Care,Prepaid,1,510.0
901809,538,8,2024-04-07,2024-04-11,Bangalore,Fashion & Apparel,COD,1,1870.0
901810,385,18,2024-05-01,2024-05-06,Hyderabad,Electronics,COD,1,13140.0
901811,238,12,2024-10-29,2024-11-04,Delhi NCR,Footwear,COD,1,2600.0
901812,404,14,2024-07-04,2024-07-10,Hyderabad,Footwear,Prepaid,1,2370.0
901813,142,42,2024-06-04,2024-06-08,Chennai,Accessories,Prepaid,1,810.0
901814,260,34,2024-11-10,2024-11-15,Pune,Beauty & Personal Care,COD,1,410.0
901815,248,5,2025-03-17,2025-03-21,Hyderabad,Fashion & Apparel,COD,3,5880.0
901816,220,43,2024-10-17,2024-10-22,Chennai,Accessories,Prepaid,2,1820.0
901817,203,4,2024-05-21,2024-05-26,Hyderabad,Fashion & Apparel,Prepaid,1,970.0
901818,293,2,2024-10-16,2024-10-21,Delhi NCR,Fashion & Apparel,COD,1,1190.0
901819,295,35,2024-12-26,2024-12-30,Delhi NCR,Beauty & Personal Care,COD,2,1180.0
901820,432,15,2024-11-17,2024-11-22,Hyderabad,Footwear,Prepaid,1,3740.0
901821,56,29,2024-11-24,2024-11-29,Pune,Home & Kitchen,Prepaid,1,2450.0
901822,182,15,2024-04-11,2024-04-17,Kochi,Footwear,Prepaid,1,3740.0
901823,423,26,2024-05-05,2024-05-09,Bangalore,Home & Kitchen,COD,2,4500.0
901824,584,43,2024-07-27,2024-07-29,Delhi NCR,Accessories,Prepaid,1,910.0
901825,488,15,2024-09-20,2024-09-22,Hyderabad,Footwear,COD,1,3740.0
901826,94,42,2025-03-27,2025-03-29,Delhi NCR,Accessories,COD,1,810.0
901827,98,21,2024-11-24,2024-11-28,Bangalore,Electronics,COD,1,9950.0
901828,363,2,2025-01-08,2025-01-14,Hyderabad,Fashion & Apparel,Prepaid,2,2380.0
901829,412,12,2025-02-10,2025-02-14,Bangalore,Footwear,Prepaid,1,2600.0
901830,259,3,2024-04-12,2024-04-16,Bangalore,Fashion & Apparel,Prepaid,1,1770.0
901831,205,15,2025-01-24,2025-01-29,Chennai,Footwear,Prepaid,1,3740.0
901832,135,30,2025-01-11,2025-01-17,Hyderabad,Home & Kitchen,Prepaid,1,2550.0
901833,116,31,2024-07-21,2024-07-24,Mumbai,Home & Kitchen,Prepaid,1,1740.0
901834,265,41,2024-05-17,2024-05-20,Chennai,Accessories,Prepaid,2,2780.0
901835,590,37,2024-06-13,2024-06-15,Mumbai,Beauty & Personal Care,Prepaid,1,810.0
901836,425,34,2024-10-16,2024-10-22,Hyderabad,Beauty & Personal Care,Prepaid,1,410.0
901837,250,23,2024-04-12,2024-04-16,Delhi NCR,Electronics,Prepaid,1,12780.0
901838,504,24,2024-08-12,2024-08-16,Pune,Electronics,Prepaid,1,11450.0
901839,534,6,2024-12-26,2024-12-28,Mumbai,Fashion & Apparel,COD,1,1510.0
901840,360,26,2024-10-20,2024-10-25,Delhi NCR,Home & Kitchen,Prepaid,1,2250.0
901841,362,27,2024-11-12,2024-11-18,Hyderabad,Home & Kitchen,Prepaid,2,2160.0
901842,466,29,2024-04-19,2024-04-21,Hyderabad,Home & Kitchen,Prepaid,1,2450.0
901843,209,19,2024-10-03,2024-10-05,Bangalore,Electronics,Prepaid,1,10800.0
901844,170,36,2024-07-09,2024-07-15,Bangalore,Beauty & Personal Care,Prepaid,1,1130.0
901845,132,19,2025-01-24,2025-01-28,Chennai,Electronics,COD,1,10800.0
901846,515,17,2025-01-04,2025-01-08,Bangalore,Electronics,Prepaid,1,13790.0
901847,590,32,2024-05-20,2024-05-23,Mumbai,Home & Kitchen,Prepaid,3,5970.0
901848,183,33,2025-02-21,2025-02-27,Hyderabad,Beauty & Personal Care,Prepaid,1,740.0
901849,71,29,2025-02-10,2025-02-16,Chennai,Home & Kitchen,COD,1,2450.0
901850,565,20,2024-05-19,2024-05-21,Pune,Electronics,COD,1,12810.0
901851,77,47,2024-04-18,2024-04-22,Delhi NCR,Accessories,Prepaid,1,890.0
901852,454,12,2024-06-07,2024-06-09,Mumbai,Footwear,COD,1,2600.0
901853,250,32,2024-08-30,2024-09-02,Delhi NCR,Home & Kitchen,COD,1,1990.0
901854,535,29,2024-08-09,2024-08-14,Bangalore,Home & Kitchen,COD,1,2450.0
901855,37,9,2024-10-02,2024-10-05,Kochi,Footwear,Prepaid,1,3370.0
901856,216,42,2024-10-04,2024-10-06,Delhi NCR,Accessories,Prepaid,2,1620.0
901857,188,8,2024-12-11,2024-12-17,Delhi NCR,Fashion & Apparel,Prepaid,1,1870.0
901858,82,1,2024-08-27,2024-08-29,Hyderabad,Fashion & Apparel,Prepaid,1,1110.0
901859,417,12,2024-12-20,2024-12-24,Mumbai,Footwear,Prepaid,1,2600.0
901860,57,46,2025-03-25,2025-03-27,Delhi NCR,Accessories,Prepaid,1,1320.0
901861,109,32,2024-07-15,2024-07-21,Mumbai,Home & Kitchen,Prepaid,2,3980.0
901862,180,33,2025-01-02,2025-01-05,Pune,Beauty & Personal Care,COD,1,740.0
901863,209,29,2024-05-25,2024-05-29,Bangalore,Home & Kitchen,COD,1,2450.0
901864,433,44,2024-09-06,2024-09-08,Pune,Accessories,COD,1,1130.0
901865,476,7,2025-01-15,2025-01-18,Mumbai,Fashion & Apparel,Prepaid,2,4300.0
901866,409,22,2024-08-27,2024-08-30,Mumbai,Electronics,Prepaid,1,13330.0
901867,514,22,2024-04-17,2024-04-23,Chennai,Electronics,Prepaid,1,13330.0
901868,368,25,2024-09-11,2024-09-16,Kochi,Home & Kitchen,COD,1,3150.0
901869,189,7,2025-01-30,2025-02-02,Bangalore,Fashion & Apparel,Prepaid,2,4300.0
901870,407,34,2025-01-01,2025-01-04,Mumbai,Beauty & Personal Care,COD,1,410.0
901871,328,47,2025-03-19,2025-03-25,Delhi NCR,Accessories,Prepaid,1,890.0
901872,553,7,2024-09-23,2024-09-25,Hyderabad,Fashion & Apparel,Prepaid,1,2150.0
901873,565,10,2024-04-06,2024-04-11,Pune,Footwear,Prepaid,1,3700.0
901874,59,1,2024-04-03,2024-04-09,Delhi NCR,Fashion & Apparel,Prepaid,1,1110.0
901875,259,16,2024-08-10,2024-08-12,Bangalore,Footwear,Prepaid,1,3900.0
901876,463,36,2024-07-09,2024-07-14,Kochi,Beauty & Personal Care,Prepaid,2,2260.0
901877,111,21,2024-04-17,2024-04-21,Bangalore,Electronics,COD,3,29850.0
901878,87,38,2024-12-30,2025-01-02,Pune,Beauty & Personal Care,Prepaid,1,510.0
901879,251,41,2024-11-13,2024-11-15,Delhi NCR,Accessories,COD,1,1390.0
901880,53,38,2024-06-11,2024-06-16,Kochi,Beauty & Personal Care,COD,1,510.0
901881,127,45,2024-05-23,2024-05-26,Hyderabad,Accessories,COD,1,1290.0
901882,159,34,2024-06-18,2024-06-24,Bangalore,Beauty & Personal Care,Prepaid,1,410.0
901883,581,20,2025-01-27,2025-02-01,Bangalore,Electronics,Prepaid,2,25620.0
901884,466,40,2024-12-27,2024-12-29,Hyderabad,Beauty & Personal Care,Prepaid,2,1080.0
901885,226,29,2025-03-28,2025-04-02,Bangalore,Home & Kitchen,Prepaid,1,2450.0
901886,565,18,2024-11-22,2024-11-26,Pune,Electronics,Prepaid,1,13140.0
901887,150,4,2024-07-18,2024-07-21,Kochi,Fashion & Apparel,COD,1,970.0
901888,268,21,2024-10-24,2024-10-26,Delhi NCR,Electronics,Prepaid,1,9950.0
901889,1,46,2025-03-29,2025-04-02,Delhi NCR,Accessories,Prepaid,1,1320.0
901890,388,11,2025-01-15,2025-01-21,Mumbai,Footwear,Prepaid,2,5120.0
901891,450,31,2024-11-23,2024-11-27,Pune,Home & Kitchen,COD,1,1740.0
901892,402,7,2024-09-11,2024-09-14,Chennai,Fashion & Apparel,COD,1,2150.0
901893,198,29,2024-08-13,2024-08-18,Delhi NCR,Home & Kitchen,Prepaid,1,2450.0
901894,543,31,2024-07-06,2024-07-10,Chennai,Home & Kitchen,COD,1,1740.0
901895,273,27,2024-04-01,2024-04-04,Hyderabad,Home & Kitchen,Prepaid,1,1080.0
901896,268,25,2024-11-27,2024-12-03,Delhi NCR,Home & Kitchen,COD,1,3150.0
901897,528,19,2025-03-09,2025-03-13,Bangalore,Electronics,COD,1,10800.0
901898,512,27,2024-04-21,2024-04-25,Kochi,Home & Kitchen,COD,1,1080.0
901899,242,11,2024-08-10,2024-08-15,Kochi,Footwear,Prepaid,1,2560.0
901900,30,46,2024-08-17,2024-08-22,Pune,Accessories,Prepaid,1,1320.0
901901,48,9,2024-04-27,2024-04-29,Delhi NCR,Footwear,COD,1,3370.0
901902,571,42,2025-03-27,2025-04-02,Delhi NCR,Accessories,Prepaid,1,810.0
901903,78,23,2024-08-24,2024-08-29,Chennai,Electronics,COD,2,25560.0
901904,597,39,2024-06-25,2024-07-01,Mumbai,Beauty & Personal Care,Prepaid,1,780.0
901905,107,19,2025-01-29,2025-02-01,Chennai,Electronics,Prepaid,2,21600.0
901906,14,15,2024-05-15,2024-05-19,Mumbai,Footwear,Prepaid,1,3740.0
901907,152,1,2024-04-28,2024-05-02,Hyderabad,Fashion & Apparel,Prepaid,1,1110.0
901908,222,33,2024-06-15,2024-06-17,Bangalore,Beauty & Personal Care,Prepaid,1,740.0
901909,69,44,2024-07-17,2024-07-19,Bangalore,Accessories,COD,2,2260.0
901910,271,30,2024-07-27,2024-08-01,Chennai,Home & Kitchen,COD,1,2550.0
901911,396,2,2024-09-25,2024-10-01,Delhi NCR,Fashion & Apparel,COD,1,1190.0
901912,50,16,2024-05-27,2024-06-01,Kochi,Footwear,Prepaid,1,3900.0
901913,232,1,2024-11-02,2024-11-04,Bangalore,Fashion & Apparel,Prepaid,1,1110.0
901914,426,45,2024-12-28,2025-01-02,Bangalore,Accessories,COD,1,1290.0
901915,212,24,2024-07-12,2024-07-14,Bangalore,Electronics,COD,1,11450.0
901916,43,28,2024-08-09,2024-08-14,Chennai,Home & Kitchen,Prepaid,1,3170.0
901917,570,30,2024-06-22,2024-06-24,Hyderabad,Home & Kitchen,Prepaid,1,2550.0
901918,281,44,2024-11-19,2024-11-22,Mumbai,Accessories,COD,2,2260.0
901919,97,5,2024-10-25,2024-10-27,Mumbai,Fashion & Apparel,Prepaid,1,1960.0
901920,362,10,2024-11-24,2024-11-29,Hyderabad,Footwear,COD,1,3700.0
901921,458,37,2025-02-11,2025-02-14,Bangalore,Beauty & Personal Care,COD,1,810.0
901922,132,23,2024-11-05,2024-11-10,Chennai,Electronics,Prepaid,1,12780.0
901923,367,30,2025-02-22,2025-02-27,Mumbai,Home & Kitchen,Prepaid,1,2550.0
901924,374,48,2024-11-07,2024-11-11,Chennai,Accessories,Prepaid,1,1560.0
901925,257,25,2025-01-06,2025-01-11,Hyderabad,Home & Kitchen,Prepaid,2,6300.0
901926,384,15,2024-08-05,2024-08-11,Chennai,Footwear,Prepaid,1,3740.0
901927,422,31,2024-06-24,2024-06-26,Bangalore,Home & Kitchen,COD,2,3480.0
901928,466,16,2024-10-11,2024-10-16,Hyderabad,Footwear,COD,1,3900.0
